Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
ERX12708936,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-178,cow_rumen,train,test,val,train,train,test,train,train,val,train,train,train,test,train,val,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,test,test,test,train,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val
ERX12708937,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-78,cow_rumen,train,train,train,val,train,train,train,test,test,train,test,train,test,train,train,test,train,train,train,test,test,train,test,train,train,train,test,test,train,train,test,train,test,train,train,val,train,train,train,train,test,train,train,test,test,test,val,train,train,train
ERX12708938,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-192,cow_rumen,test,test,test,train,train,train,train,train,train,test,train,test,test,test,train,train,test,test,train,test,val,test,val,train,train,train,train,train,val,train,train,val,train,test,train,train,train,train,val,train,val,test,train,train,train,train,val,train,test,train
ERX12708939,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-217,cow_rumen,train,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,val,train,train,train,train,test,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
ERX12708940,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-197,cow_rumen,train,train,train,test,train,train,test,test,train,train,test,train,train,train,train,test,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,train,test,val,train,train,train,test
ERX12708941,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-192,cow_rumen,test,test,test,train,train,train,train,train,train,test,train,test,test,test,train,train,test,test,train,test,val,test,val,train,train,train,train,train,val,train,train,val,train,test,train,train,train,train,val,train,val,test,train,train,train,train,val,train,test,train
ERX12708942,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-170,cow_rumen,train,test,train,train,train,train,train,test,train,train,train,test,val,train,val,train,val,train,train,train,train,val,train,train,train,train,test,train,val,val,val,test,test,train,train,train,train,train,train,train,test,test,train,train,val,train,train,test,test,train
ERX12708943,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-581,cow_rumen,train,train,train,val,test,test,train,val,train,train,train,train,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,test,train,train,train,train,train,val,train,train,train,train,train,train,train,val,test,val,train,train,test,train,train,test
ERX12708944,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-603,cow_rumen,train,val,train,test,test,test,train,test,train,train,train,train,train,test,train,train,train,train,test,train,train,val,test,train,train,test,train,train,train,test,train,test,train,test,train,test,train,train,train,train,test,val,train,train,train,test,train,test,train,val
ERX12708945,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-197,cow_rumen,train,train,train,test,train,train,test,test,train,train,test,train,train,train,train,test,train,train,train,train,train,val,train,train,train,train,train,val,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,train,test,val,train,train,train,test
ERX12708946,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-596,cow_rumen,train,train,train,train,train,train,train,train,val,train,train,train,train,test,train,test,train,train,val,train,test,test,test,test,train,train,train,train,test,train,train,train,test,train,train,train,test,val,test,val,val,train,train,train,train,train,train,train,test,train
ERX12708947,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-201,cow_rumen,test,train,train,train,test,train,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,test,val,val,test,test,train,train,train,train,test,train,test,train,test,train,train,test,train,val,train,train,train,train,train,test,test,val,train,train
ERX12708948,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-183,cow_rumen,val,train,test,test,train,train,test,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,train,train,train,train,train,train,val,train,train,val,train,train,train,test,train,train,train,train,train,train,test,train,train,test,val,test,train
ERX12708949,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-96,cow_rumen,test,train,train,train,train,train,train,train,train,train,val,test,train,train,train,train,train,test,val,train,train,train,train,val,train,train,train,train,train,train,val,train,train,train,train,train,train,val,train,test,train,train,train,train,train,train,train,train,train,train
ERX12708950,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-65,cow_rumen,test,train,train,val,train,test,test,train,train,test,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,val,train,train,test,train,test,train,test,test,train,train,test,train,val,train,test,train,test
ERX12708951,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-147,cow_rumen,val,train,test,train,train,train,train,train,train,train,test,train,test,train,test,train,val,train,train,train,val,train,train,train,train,train,train,test,train,test,train,train,train,test,test,train,train,test,train,train,train,test,train,train,val,train,train,train,train,train
ERX12708952,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-191,cow_rumen,val,train,train,val,val,train,val,train,val,test,val,train,train,train,train,test,train,val,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train
ERX12708953,PRJEB77087,RABOLA,rumen,cow,https://www.ebi.ac.uk/ena,PRJEB77087-158,cow_rumen,train,test,train,train,train,train,train,test,test,train,test,train,train,val,train,test,train,train,train,train,train,test,train,train,train,train,val,train,train,train,train,val,train,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,test
ERX12708639,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-575,cow_milk,val,train,train,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,test,test,train,test,train,test,train,train,train,train,val,val,val,train,val,train,test,val,train,train,train,test,train,train,val,train,train,test,train,test,train,train
ERX12708640,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-575,cow_milk,val,train,train,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,test,test,train,test,train,test,train,train,train,train,val,val,val,train,val,train,test,val,train,train,train,test,train,train,val,train,train,test,train,test,train,train
ERX12708641,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-575,cow_milk,val,train,train,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,test,test,train,test,train,test,train,train,train,train,val,val,val,train,val,train,test,val,train,train,train,test,train,train,val,train,train,test,train,test,train,train
ERX12708642,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-575,cow_milk,val,train,train,train,train,test,train,train,train,train,train,test,train,train,train,train,test,train,test,test,train,test,train,test,train,train,train,train,val,val,val,train,val,train,test,val,train,train,train,test,train,train,val,train,train,test,train,test,train,train
ERX12708643,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-95,cow_milk,test,train,test,val,train,train,test,train,train,val,train,val,train,train,test,train,train,test,test,test,val,train,test,train,test,val,train,val,test,train,train,test,test,val,test,test,train,val,train,train,test,train,train,train,train,test,test,train,train,train
ERX12708644,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-95,cow_milk,test,train,test,val,train,train,test,train,train,val,train,val,train,train,test,train,train,test,test,test,val,train,test,train,test,val,train,val,test,train,train,test,test,val,test,test,train,val,train,train,test,train,train,train,train,test,test,train,train,train
ERX12708645,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-95,cow_milk,test,train,test,val,train,train,test,train,train,val,train,val,train,train,test,train,train,test,test,test,val,train,test,train,test,val,train,val,test,train,train,test,test,val,test,test,train,val,train,train,test,train,train,train,train,test,test,train,train,train
ERX12708646,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-95,cow_milk,test,train,test,val,train,train,test,train,train,val,train,val,train,train,test,train,train,test,test,test,val,train,test,train,test,val,train,val,test,train,train,test,test,val,test,test,train,val,train,train,test,train,train,train,train,test,test,train,train,train
ERX12708647,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-157,cow_milk,val,train,train,train,val,train,train,train,train,train,train,train,train,test,train,train,train,train,train,test,train,test,train,test,train,test,val,val,test,test,train,val,train,train,train,train,train,val,val,train,test,val,train,train,train,test,test,test,val,train
ERX12708648,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-157,cow_milk,val,train,train,train,val,train,train,train,train,train,train,train,train,test,train,train,train,train,train,test,train,test,train,test,train,test,val,val,test,test,train,val,train,train,train,train,train,val,val,train,test,val,train,train,train,test,test,test,val,train
ERX12708649,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-157,cow_milk,val,train,train,train,val,train,train,train,train,train,train,train,train,test,train,train,train,train,train,test,train,test,train,test,train,test,val,val,test,test,train,val,train,train,train,train,train,val,val,train,test,val,train,train,train,test,test,test,val,train
ERX12708650,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-157,cow_milk,val,train,train,train,val,train,train,train,train,train,train,train,train,test,train,train,train,train,train,test,train,test,train,test,train,test,val,val,test,test,train,val,train,train,train,train,train,val,val,train,test,val,train,train,train,test,test,test,val,train
ERX12708651,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-183,cow_milk,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
ERX12708652,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-183,cow_milk,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
ERX12708653,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-183,cow_milk,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train
ERX12708654,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-139,cow_milk,train,train,test,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,test,train,test,train,val,val
ERX12708655,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-139,cow_milk,train,train,test,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,test,train,test,train,val,val
ERX12708656,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-139,cow_milk,train,train,test,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,test,train,test,train,val,val
ERX12708657,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-139,cow_milk,train,train,test,train,train,train,train,train,val,val,train,train,train,train,test,train,test,train,train,val,train,train,train,train,val,train,train,train,train,train,train,train,train,train,train,train,train,test,test,train,train,train,train,train,test,train,test,train,val,val
ERX12708658,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-117,cow_milk,test,test,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,train,test,train,train,train,val,val,train,test,test,train,train,test,train,test,val,train,train,train,train,train,test,test,train
ERX12708659,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-65,cow_milk,train,train,train,test,test,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,test,train,train,train,test,train,test,test,train,train,train,train,test,val,train,train,train,train,train,train,train,val,train,train,train,train,train,train,train
ERX12708660,PRJEB72623,RABOLA,milk,cow,https://www.ebi.ac.uk/ena,PRJEB72623-117,cow_milk,test,test,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,test,train,train,train,train,train,val,train,train,train,test,train,train,train,val,val,train,test,test,train,train,test,train,test,val,train,train,train,train,train,test,test,train
